runner_name,gender,elo,rank
andrew smith,M,683.4426963571022,422
marie laure thieux,F,683.4107108529741,313
rodrigo jimenez,M,683.3979452548244,423
nobukhosi tshuma,F,683.2550733806829,314
hiromi ichimura,F,683.1753143656664,315
vaclav bednarsky,M,683.1686103136228,424
carl koopmans,M,683.1400317301491,425
maxime cazajous,M,683.1007665191972,426
steve mance,M,683.0610030696494,427
juuso simpanen,M,682.777240656095,428
mathieu delpeuch,M,682.7169669927109,429
hiroki kai,M,682.6375396625657,430
antoine penelle,M,682.5754386269415,431
kevin tiffany,M,682.0213038909778,432
yang liu,M,681.9634946810064,433
colleen sands,F,681.9274067089877,316
marian priadka,M,681.7085298031061,434
der veen noor van,F,681.5835528353942,317
daniel stancl,M,681.3377845933041,435
givemore madzinganyama,M,680.9274460532438,436
chris pedi,M,680.8781499795193,437
craig hunt,M,680.8171818310836,438
stefanie maurer,F,680.7857179165944,318
nicolas firmin,M,680.6698475758351,439
ryan norton,M,680.329824432436,440
anais leroy,F,680.2208300643432,319
andris ronimoiss,M,680.0637265320254,441
ross kiewiet,M,680.0224454436948,442
jacob cooper,M,679.7548093889077,443
charles castonguay,M,679.7347065971207,444
laura trentani,F,679.7204258621589,320
alexander johnson,M,679.2438997590775,445
mickey davis,F,679.2093142867852,321
steve somers,M,679.1602771072351,446
jennifer onuoha,F,679.1260927152169,322
anthony lee,M,678.9171680262768,447
carrie stafford,F,678.7819281720472,323
teresa allman,F,678.7665698722878,324
charlie michaletz,M,678.7497606720408,448
tessa landon,F,678.5291246891859,325
canyon woodward,M,678.481690544892,449
victor richard,M,678.3828624926037,450
alyssa stefl,F,678.3274104088207,326
regan sikes,F,678.1022893923858,327
adrian lazar adler,M,678.0039698695537,451
brian condon,M,677.8900418710921,452
brook wedin,F,677.7022209045463,328
andrej nastran,M,677.5362587681205,453
margaret cheng,F,677.3167950167073,329
damon chavez,M,677.2513771864412,454
benjamin boese,M,677.2258003306774,455
freire victor maneiro,M,677.1857873732072,456
beatriz alves,F,677.1832802334809,330
chris barry,M,677.0713924248389,457
dylan collins,M,676.7319945076479,458
ben betts,M,676.6850843143355,459
katie solbo,F,676.4908746128806,331
hannah norman,F,676.3005640318404,332
julia madsen,F,676.2974157569791,333
guerrero montse martinez,F,675.9494243722487,334
urs jenzer,M,675.8664878989172,460
dan delay,M,675.8372264837315,461
greg krathwohl,M,675.7378906447635,462
ashley paulson,F,675.6100373910576,335
melanie delasoie,F,675.545883890959,336
dorota kosinska,F,675.5375587061055,337
alexandra augsten,F,675.4906397026656,338
brianna hudson,F,675.0186841673844,339
tara berry,F,674.978762730382,340
daniel greiner,M,674.7791989470394,463
célia neto,F,674.7687761360728,341
paz yoel de,M,674.6360880651846,464
amy king,F,674.4515640866895,342
andrea kapoun,F,674.1611236239079,343
joe corcione,M,674.0367849916033,465
andy altepeter,M,673.8725110984622,466
addie bracy,F,673.8403201090547,344
sylvain rota,M,673.7973418009899,467
christopher fabian,M,673.7567261726772,468
eric earnshaw,M,673.6980846334908,469
renaud doby,M,673.6698505244182,470
ed ettinghausen,M,673.6000184171647,471
michael kershen,M,673.4426963571022,472
antonina iushina,F,673.2550733806829,345
junyue zheng,F,673.1753143656664,346
dario trovatelli,M,673.1686103136228,473
rene rovera,M,673.1007665191972,474
vanessa lichtenberg,F,673.0786507260927,347
robert brouillette,M,673.0610030696494,475
malin barrulf,F,673.0349747514025,348
martin dagenais,M,672.6375396625657,476
lope pere montserrat,M,672.5754386269415,477
anna gunderson,F,672.4080501192157,349
skyler dalziel,F,672.0007416856249,350
skyler dalziel,M,672.0007416856249,478
junsuke mizuno,M,671.9634946810064,479
simon gosselin,M,671.9476905577553,480
courtney rouse,F,671.9274067089877,351
anna fisher,F,671.7322921180405,352
allie mclaughlin,F,671.5551082743908,353
vincent barbe,M,671.3377845933041,481
lucie rathbun,F,671.2831872342024,354
aleksei beresnev,M,670.9274460532438,482
ethan schipp,M,670.8781499795193,483
regula faden,F,670.7857179165944,355
erin clark,F,670.6416520233157,356
kevin grigg,M,670.329824432436,484
ekaterina hiol,F,670.2208300643432,357
tommy sullivan,M,670.1988900577406,485
benjamin cook,M,670.0224454436948,486
timothy reed,M,669.9705762983046,487
paul broyer,M,669.7548093889077,488
cody logan,M,669.7347065971207,489
marion flament,F,669.7204258621588,358
cole watson,M,669.551864435775,490
dan dingess,M,669.2438997590775,491
weston smith,M,669.1602771072351,492
jordan grande,F,668.7665698722878,359
chad trammell,M,668.7497606720408,493
adam pedicini,M,668.6795824720562,494
katie harrison,F,668.5291246891859,360
vera huerta ivan de,M,668.3828624926037,495
jennifer wheeler,F,668.3274104088207,361
rolando mendoza,M,668.3188885809849,496
loren davis,M,668.0039698695537,497
patrick cade,M,667.8900418710921,498
lisanne jansen,F,667.8480523659259,362
alexandra harriss,F,667.7022209045463,363
jesse rich,M,667.6065923463065,499
antoine thiriat,M,667.6007533537928,500
roland hric,M,667.5362587681205,501
mary mickler,F,667.3167950167073,364
todd schwartz,M,667.2258003306774,502
nuno nunes,M,667.1857873732072,503
gonzález cristina trujillo,F,667.1832802334809,365
tommy konwinski,M,667.0713924248389,504
connor fisher,M,666.8526743867584,505
kyle thomas,M,666.6850843143355,506
krzyzek angelika arter,F,666.3005640318404,366
andrea graffis,F,666.2974157569791,367
kristina randrup,F,666.1739140862769,368
emilie collomb,F,665.9494243722487,369
robert oberhollenzer,M,665.8664878989172,507
cora mariotte,F,665.5375587061055,370
vasilis balamotis,M,665.4757319478831,508
emma stuart,F,665.4653067266488,371
amanda frankeny,F,665.1109148649048,372
jessie collison,F,664.978762730382,373
hayden james,F,664.7889034919856,374
dylan bastian,M,664.7791989470394,509
morten antonsen,M,664.6360880651846,510
christina richards,F,664.4515640866895,375
yassine diboun,M,664.3282493512135,511
lisa iglseder,F,664.1611236239079,376
brett carlson,M,663.8725110984622,512
theo detienne,M,663.7973418009899,513
rylee norton,F,663.7743767623331,377
joel frost-tift,M,663.6980846334908,514
caitriona jennings,F,663.2550733806829,378
hardy rohr,M,663.1686103136228,515
loren newman,M,663.1400317301491,516
sylvain camus,M,663.1007665191972,517
eric kennedy,M,663.0610030696494,518
johanna antila,F,663.0504484484395,379
juliane rößler,F,663.0349747514025,380
alexis sevennec,M,662.777240656095,519
jean baptiste curtet,M,662.7169669927109,520
wall pincon,M,662.5754386269415,521
meghan guler,F,662.4080501192157,381
scott spillman,M,662.3457389210982,522
balázs nedjalkov,M,662.0213038909778,523
shin iwatare,M,661.9634946810064,524
jenna lee,F,661.7456227716283,382
sophia gorman,F,661.5551082743908,383
luis holeczek,M,661.3377845933041,525
alan kim,M,661.1862136090377,526
johannes makgetla,M,660.9274460532438,527
marika krohns,F,660.7857179165944,384
elan lieber,M,660.721914196059,528
thomas pigois,M,660.6698475758351,529
anthony longo,M,660.329824432436,530
josephine bayle,F,660.2208300643432,385
urko larranaga,M,660.0637265320254,531
zachary garner,M,659.7531596214304,532
zachary bates,M,659.6730435075677,533
cody poskin,M,659.5408154209081,534
andrew marvin,M,659.2438997590775,535
joshua bryant,M,659.1602771072351,536
diane o'toole,F,659.1260927152169,386
william hubert,M,658.9171680262768,537
sara zambotti,F,658.7665698722878,387
luke galloway,M,658.7497606720408,538
petra pastorova,F,658.5679673529538,388
shannon leonard,F,658.5291246891859,389
angelica lerro,F,658.4898935306953,390
elizabeth dickey,F,658.3274104088207,391
walter manser,M,658.3076526864056,539
maria smead,F,658.0885207282449,392
carolyn latham,F,658.031293349991,393
joel anderson,M,658.0039698695537,540
michael huntington,M,657.8900418710922,541
vanda novakova,F,657.8480523659259,394
selena langner,F,657.7022209045463,395
gael mounier,M,657.5362587681205,542
tom elliott,M,657.2258003306774,543
tiago silva,M,657.1857873732072,544
nicole kessler,F,657.1832802334809,396
pablo delaguila,M,657.0713924248389,545
melissah gibson,F,656.7586912318536,397
anthony bruns,M,656.6850843143355,546
katerina balasova,F,656.3005640318404,398
julie hinman,F,656.2974157569791,399
nora serres,F,655.9494243722487,400
arnaud delepine,M,655.8664878989172,547
marc fawcett-atkinson,M,655.7378906447635,548
justine maes,F,655.5375587061055,401
gregory cazin,M,655.4958707068033,549
stephanie auston,F,655.4906397026656,402
dario moitoso,M,655.4757319478831,550
rachel brewer,F,655.1109148649048,403
sarah mcgraw,F,655.0186841673844,404
katharine lynch,F,654.978762730382,405
joselyn fuller,F,654.7889034919856,406
agustin barabotti,M,654.7791989470394,551
maria müller,F,654.7687761360728,407
gonzalez marcos ramos,M,654.6360880651846,552
stella johnson,F,654.4515640866895,408
adam behrendt,M,654.3282493512135,553
laurie mora,F,654.1611236239079,409
stefan schuster,M,653.8725110984622,554
violetta laputsina,F,653.7743767623331,410
christopher peterson,M,653.7567261726772,555
paul sinclair,M,653.6980846334908,556
edgar dias,M,653.3813799914722,557
yuri yoshizumi,F,653.2975733098751,411
jenet mbhele,F,653.2550733806829,412
kiyomi eda,F,653.1753143656664,413
alexis dautcourt,M,653.1686103136228,558
henri romeo patricio,M,653.1400317301491,559
aurelien jacoutot,M,653.1007665191972,560
jake kloman,M,653.0610030696494,561
laure paradan,F,653.0349747514025,414
ryan smith,M,652.6375396625657,562
apryl campbell,F,652.4080501192157,415
chizuru inoue,F,652.1167791791411,416
gergely medgyessy,M,652.0213038909778,563
yoshihiko ishikawa,M,651.9634946810064,564
nora pizzella,F,651.9274067089877,417
yiou wang,F,651.7456227716283,418
alysha davis,F,651.7440812987528,419
erin park,F,651.7322921180405,420
christoph schmalzer,M,651.3377845933041,565
amanda nelson,F,651.2831872342024,421
matthew duncan,M,651.1862136090378,566
abigail swift,F,651.0446234744853,422
mpho mokoena,M,650.9274460532438,567
chris galloway,M,650.8781499795193,568
barbara sampedro,F,650.7857179165944,423
florian mallet,M,650.6698475758351,569
prashanth narasimhan,M,650.329824432436,570
valentine bourgeois,F,650.2208300643432,424
bastien gueguen,M,650.0637265320254,571
aaron barber,M,650.0224454436948,572
william conner,M,649.9705762983046,573
daniel barrett,M,649.7548093889077,574
jacob puzey,M,649.7347065971207,575
chloe coenye,F,649.7204258621589,425
patrick barton,M,649.2438997590775,576
russell baker,M,649.1602771072351,577
natalie eychaner,F,649.1260927152169,426
ian farris,M,648.9171680262768,578
lauren cramer,F,648.7665698722878,427
jason brock,M,648.6795824720562,579
james mcloughlin,M,648.6734896234186,580
heidi macdonald,F,648.5291246891859,428
yohan viani,M,648.3828624926037,581
kelly viands,F,648.3274104088207,429
sydney boutros,F,648.031293349991,430
kris tyson,M,648.0039698695537,582
lluís ruiz oller,M,647.8900418710921,583
nina kreisherr,F,647.8480523659259,431
jumpei yamaguchi,M,647.8124681420078,584
imogene scott,F,647.7022209045463,432
klemen stular,M,647.5362587681205,585
kelsey hogan,F,647.384948629216,433
kathleen mcclenahan,F,647.3167950167073,434
brian papay,M,647.2513771864413,586
karl studtmann,M,647.2258003306774,587
silvio cro,M,647.1857873732072,588
rory stuart,M,647.0713924248389,589
makai collingwood,M,646.7319945076479,590
carly manucy,F,646.4908746128806,435
ryan montgomery,M,646.3040084242426,591
karine glapiak,F,646.3005640318404,436
lori summers,F,646.2974157569791,437
amundsgaard kirsten hindhammer,F,645.9494243722487,438
pierre gapihan,M,645.8664878989172,592
noemie gerboin,F,645.5375587061055,439
kimino miyazaki,F,645.4906397026656,440
massimo farcoz,M,645.4757319478831,593
anouk baars,F,645.4653067266488,441
kate levasseur,F,644.978762730382,442
anna ratliff,F,644.7889034919856,443
bohorquez fabian correa,M,644.7791989470394,594
floriane hot,F,644.689909526734,444
sylvain cachard,M,644.6360880651846,595
brooke hueftle,F,644.4515640866895,445
barry weickert,M,644.3282493512135,596
stephanie bombeke,F,644.1611236239078,446
david braunlich,M,643.8725110984622,597
pierre defontaine,M,643.7973418009899,598
kyle hoffman,M,643.7567261726772,599
nicolas georg,M,643.669850524418,600
thomas odom,M,643.4426963571022,601
kayoko kanehara,F,643.1753143656664,447
gregory filain,M,643.1007665191972,602
lea duhet,F,643.0349747514025,448
daniel claassen,M,642.7169669927109,603
travis lavin,M,642.6375396625657,604
anna curtis,F,642.4080501192157,449
korey konietzki,M,642.0213038909778,605
jun arakawa,M,641.9634946810064,606
devin vennard,M,641.9476905577553,607
madalyn nones,F,641.9274067089877,450
itsuko uemiya,F,641.7456227716283,451
matthias gottschling,M,641.3377845933041,608
amy cameron,F,641.2831872342024,452
laura sheridan,F,641.2353563721391,453
thomas pogwizd,M,641.1862136090378,609
tete dijana,M,640.9274460532438,610
patrick riley,M,640.8781499795193,611
michele meridio,M,640.8671563776297,612
rosie drake,F,640.7857179165944,454
guillaume dargere,M,640.6698475758351,613
arran fagan,M,640.329824432436,614
guillaume bour,M,640.0637265320254,615
peter mortimer,M,640.0224454436948,616
hector rodriguez barragan,M,639.9705762983046,617
moises jimenez,M,639.8242272375735,618
theo wirth,M,639.7548093889077,619
michael mccausland,M,639.7347065971207,620
legris sophie gerbelot,F,639.7204258621589,455
jack barfoot,M,639.2438997590775,621
sara tannenbaum,F,639.1260927152169,456
takeshi yamada,M,638.9171680262768,622
mikka kei macdonald,F,638.7665698722878,457
scott schoen,M,638.7497606720408,623
kohl knutson,M,638.6734896234186,624
olivia terwilliger,F,638.5291246891859,458
kevin goldberg,M,638.3939000116087,625
arizbe monsivais,F,638.3274104088207,459
josh golden,M,638.0039698695537,626
peter cole,M,637.9715238446461,627
michael stanley,M,637.8900418710922,628
antonio jesus aguilar,M,637.8124681420078,629
katie cassiday,F,637.7728862118985,460
ayako murai,F,637.7069393889944,461
charlotte cox,F,637.7022209045463,462
reed snyderman,M,637.6065923463065,630
christoph nageler,M,637.5362587681205,631
brooke welton,F,637.3167950167073,463
cody mckesson,M,637.2513771864413,632
christos vasileiou,M,637.1857873732072,633
sylvaine cussot,F,637.0864396339031,464
antonny oliveira,M,637.0713924248389,634
jacob grant,M,636.8526743867584,635
brian butcher,M,636.7319945076479,636
noah schuetz,M,636.6850843143355,637
celee spidel,F,636.4908746128806,465
sophie mazieres,F,636.3005640318404,466
laura heinlein,F,636.2974157569791,467
corrine malcolm,F,635.9494243722487,468
thomas lechermann,M,635.8664878989172,638
charlie sikkema,M,635.7378906447635,639
olga sapach,F,635.5375587061055,469
leah handelman,F,635.4906397026656,470
renee white,F,635.3268091433885,471
jhon barrera,M,635.1150643419008,640
becki beaupre,F,635.0186841673844,472
stian sommerseth,M,634.9842605541787,641
lindsey knast,F,634.978762730382,473
elaine sheikh,F,634.7889034919856,474
quentin betrisey,M,634.7791989470394,642
kajsa holgersson,F,634.7687761360728,475
marie-ange brumelot,F,634.689909526734,476
shea coons,F,634.4515640866895,477
paulius dragunas,M,634.3282493512135,643
drewniak joanna jachym,F,634.1611236239078,478
bethany maher,F,634.0367939139843,479
danny bundrock,M,633.8725110984622,644
simen hjalmar wastlund,M,633.7973418009899,645
ashley bozarth,F,633.7743767623331,480
jacob haltom,M,633.7567261726772,646
gaël jeannet,M,633.669850524418,647
tom flummerfelt,M,633.4426963571022,648
yulia ryzhankova,F,633.2550733806829,481
mariko kirihata,F,633.1753143656664,482
tobias pfortmueller,M,633.1686103136228,649
caleb longacre,M,633.1400317301491,650
benjamin postaire,M,633.1007665191972,651
daniel frank,M,633.0610030696494,652
hui bai,M,632.7169669927109,653
chang chih-yuan,M,632.6375396625657,654
dom bubri,M,632.5380747380335,655
stephanie cloutier,F,632.4080501192157,483
alex forte,M,632.3457389210982,656
emily schmitz,F,632.0810864874311,484
lee anthony c,M,631.9634946810064,657
shana sutherland,F,631.9274067089877,485
rebecca lewandowski,F,631.7456227716283,486
robsahm ida amelie,F,631.5551082743908,487
lorenzo revelant,M,631.3377845933041,658
chris murphy,M,631.1862136090378,659
joacim lantz,M,630.9274460532438,660
glenn cowan,M,630.8781499795193,661
joanna kopciowska-watroba,F,630.7857179165944,488
candide gabioud,M,630.6698475758351,662
greg ottinger,M,630.3633272367842,663
paul morrow,M,630.329824432436,664
rachel entrekin,F,630.2248981847303,489
melinda parfait,F,630.2208300643432,490
tanguy thiery,M,630.0637265320254,665
nicholas banaszak,M,629.7548093889077,666
dave chew,M,629.7347065971207,667
lauriane picart,F,629.7204258621589,491
joseph eckert,M,629.2438997590775,668
james howton,M,629.1602771072351,669
vicki gerrein,F,629.1260927152169,492
michael tomchaney,M,628.9171680262768,670
mackenzie bucki,F,628.7665698722878,493
gregory ratzell,M,628.7497606720408,671
david long,M,628.6795824720562,672
grace conner,F,628.5291246891859,494
